Franklin_Paxinos_Full_name,Franklin_Paxinos_abbreviation,Structural_ID,structure_Order,red,green,blue,Parent_ID,Parent_abbreviation,Allen_Full_name,Allen_abbreviation
Dorsomedial hypothalamic nucleus_dorsal part,DMD,2076,72500,255,77,85,830,DM,Dorsomedial nucleus of the hypothalamus_anterior part,DMHa
Dorsomedial hypothalamic nucleus_compact part,DMC,2077,72600,255,77,85,830,DM,Dorsomedial nucleus of the hypothalamus_posterior part,DMHp
Dorsomedial hypothalamic nucleus_ventral part,DMV,2078,72700,255,77,85,830,DM,Dorsomedial nucleus of the hypothalamus_ventral part,DMHv
Dorsomedial nucleus of the hypothalamus_anterior part,DMHa,668,72710,255,77,85,467,MEZ ,Posterior hypothalamic nucleus,PH
Median preoptic nucleus,MnPO,452,72800,255,77,86,141,PVR,Median preoptic nucleus,MEPO
DA14 Dopamine Cells,DA14,2307,72810,255,77,86,141,PVR,none,none
Medial preoptic area,MPA,523,72900,255,77,87,141,PVR,Medial preoptic area,MPO
Strial part of the preoptic area,StA,2016,72910,255,77,87,523,MPA,none,none
Striohypothalamic nucleus,StHy,2023,72920,255,77,87,523,MPA,none,none
Anterior commissural nucleus,AC,2306,72930,255,77,87,523,MPA,none,none
Vascular organ of the lamina terminalis,VOLT,763,73000,255,77,88,141,PVR,Vascular organ of the lamina terminalis,OV
Posterodorsal preoptic nucleus,PDPO,914,73100,255,77,89,141,PVR,Posterodorsal preoptic nucleus,PD
Parastrial nucleus,PS,1109,73200,255,77,90,141,PVR,Parastrial nucleus,PS
none,none,-1,-1,-1,-1,-1,-1,none,Suprachiasmatic preoptic nucleus,PSCH
none,none,-1,-1,-1,-1,-1,-1,none,Periventricular hypothalamic nucleus_posterior part,PVp
Periventricular hypothalamic nucleus,Pe,133,73500,255,77,93,141,PVR,Periventricular hypothalamic nucleus_preoptic part,PVpo
Subparaventricular zone of the hypothalamus,SPa ,347,73600,255,77,80,141,PVR,Subparaventricular zone,SBPV
Suprachiasmatic nucleus,SCh,286,73700,255,77,94,141,PVR,Suprachiasmatic nucleus,SCH
Suprachiasmatic nucleus_dorsolateral part,SChDL,2030,73710,255,77,94,286,SCh,none,none
Suprachiasmatic nucleus_ventromedial part,SChVM,2031,73720,255,77,94,286,SCh,none,none
Subfornical organ,SFO,338,73800,255,77,80,141,PVR,Subfornical organ,SFO
Ventromedidal preoptic nucleus,VMPO,2011,73810,255,77,80,141,PVR,none,none
Ventrolateral preoptic nucleus,VLPO,689,73900,255,77,80,141,PVR,Ventrolateral preoptic nucleus,VLPO
Hypothalamic medial zone,MEZ ,467,74000,255,78,80,1097,HY,Hypothalamic medial zone,MEZ 
Anterior hypothalamic nucleus,AHN,88,74100,255,78,81,467,MEZ ,Anterior hypothalamic nucleus,AHN
Anterior hypothalamic area_anterior part,AHA,700,74200,255,78,81,88,AHN,Anterior hypothalamic nucleus_anterior part,AHNa
Anterior hypothalamic area_central part,AHC,708,74300,255,78,81,88,AHN,Anterior hypothalamic nucleus_central part,AHNc
none,none,-1,-1,-1,-1,-1,-1,none,Anterior hypothalamic nucleus_dorsal part,AHNd
Anterior hypothalamic area_posterior part,AHP,724,74500,255,78,81,88,AHN,Anterior hypothalamic nucleus_posterior part,AHNp
Lateroanterior hypothalamic nucleus,LA,2029,74510,255,78,81,88,AHN,none,none
Stigmoid hypothalamic nucleus,Stg,2047,74520,255,78,81,724,AHP,none,none
Mammillary body,MBO,331,74600,255,78,82,467,MEZ ,Mammillary body,MBO
Lateral mamilllary nucleus,LM,210,74700,255,78,83,331,MBO,Lateral mammillary nucleus,LM
Medial mammillary nucleus_medial part,MM,491,74800,255,78,84,331,MBO,Medial mammillary nucleus,MM
Mammillary recess of the 3rd ventricle,MRe,2118,74810,255,78,84,491,MM,none,none
Medial mammillary nucleus_lateral part,ML,2119,74820,255,78,84,491,MM,none,none
Medial mammillary nucleus_median part,MnM,732,74900,255,78,84,491,MM,Medial mammillary nucleus_median part,Mmme
Retromamillary nucleus,RM,525,75000,255,78,85,331,MBO,Supramammillary nucleus,SUM 
Retromamillary nucleus_lateral part,RML,1110,75100,255,78,85,525,RM,Supramammillary nucleus_lateral part,SUMl
Retromamillary nucleus_medial part,RMM,1118,75200,255,78,85,525,RM,Supramammillary nucleus_medial part,SUMm
Tuberomammillary nucleus,TM,557,75300,255,78,86,331,MBO,Tuberomammillary nucleus,TM
Dorsal tuberomammillary nucleus,DTM,1126,75400,255,78,86,557,TM,Tuberomammillary nucleus_dorsal part,TMd
Ventral tuberomammillary nucleus,VTM,1,75500,255,78,86,557,TM,Tuberomammillary nucleus_ventral part,TMv
Medial preoptic nucleus,MPO,515,75600,255,78,87,467,MEZ ,Medial preoptic nucleus,MPN
none,none,-1,-1,-1,-1,-1,-1,none,Medial preoptic nucleus_central part,MPNc
Medial preoptic nucleus_lateral part,MPOL,748,75800,255,78,87,515,MPO,Medial preoptic nucleus_lateral part,MPNl
Medial preoptic nucleus_medial part,MPOM,756,75900,255,78,87,515,MPO,Medial preoptic nucleus_medial part,MPNm
Premamillary nucleus_dorsal part,PMD,980,76000,255,78,88,467,MEZ ,Dorsal premammillary nucleus,PMd
Premamillary nucleus_ventral part,PMV,1004,76100,255,78,89,467,MEZ ,Ventral premammillary nucleus,PMv
Paraventricular hypothalamic nucleus_descending division,PVHd,63,76200,255,78,90,467,MEZ ,Paraventricular hypothalamic nucleus_descending division,PVHd
Paraventricular hypothalamic nucleus_dorsal cap,PaDC,439,76300,255,78,90,63,PVHd,Paraventricular hypothalamic nucleus_descending division_dorsal parvicellular part,PVHdp
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_descending division_forniceal part,PVHf
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_descending division_lateral parvicellular part,PVHlp
none,none,-1,-1,-1,-1,-1,-1,none,Paraventricular hypothalamic nucleus_descending division_medial parvicellular part_ventral zone,PVHmpv
Ventromedial hypothalamic nucleus,VMH,693,76700,255,78,91,467,MEZ ,Ventromedial hypothalamic nucleus,VMH
Ventromedial hypothalamic nucleus_shell region,VMHSh,2044,76710,255,78,91,693,VMH,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Ventromedial hypothalamic nucleus_anterior part,VMHa
Ventromedial hypothalamic nucleus_central part,VMHC,769,76900,255,78,91,693,VMH,Ventromedial hypothalamic nucleus_central part,VMHc
Ventromedial hypothalamic nucleus_dorsomedial part,VMHDM,777,77000,255,78,91,693,VMH,Ventromedial hypothalamic nucleus_dorsomedial part,VMHdm
Ventromedial hypothalamic nucleus_ventrolateral part,VMHVL,785,77100,255,78,91,693,VMH,Ventromedial hypothalamic nucleus_ventrolateral part,VMHvl
Posterior hypothalamic area,PHA,2474,77110,255,78,91,467,MEZ ,Posterior hypothalamic area,PHA
Posterior hypothalamic nucleus,PH,946,77150,255,79,83,2474,PHA,Posterior hypothalamic nucleus,PH
Posterior hypothalamic nucleus_dorsal part,PHnd,2364,77160,255,79,83,946,PH,Posterior hypothalamic nucleus_dorsal part,PHnd
Posterior hypothalamic nucleus_ventral part,PHnv,2365,77170,255,79,83,946,PH,Posterior hypothalamic nucleus_ventral part,PHnv
Posterior hypothalamic area_dorsal part,PHD,2075,77180,255,79,83,946,PH,none,none
Submammillothalamic nucleus,SMT,2102,77190,255,79,83,946,PH,none,none
Hypothalamic lateral zone,LZ,290,77200,255,79,80,1097,HY,Hypothalamic lateral zone,LZ
Lateral hypothalamic area,LH,194,77300,255,79,81,290,LZ,none,none
Juxtaparaventricular part of lateral hypothalamus,JPLH,2309,77300,255,79,81,194,LH,Lateral hypothalamic area,LHA
Magnocellular nucleus of the lateral hypothalamus,MCLH,2065,77310,255,79,81,194,LH,none,none
Ventrolateral hypothalamic nucleus ,VLH,2033,77320,255,79,81,194,LH,none,none
Gemini hypothalamic nucleus,Gem,2105,77330,255,79,81,194,LH,none,none
Peduncular lateral hypothalamus,PLH,2081,77340,255,79,81,194,LH,none,none
Tuberal region of lateral hypothalamus,TuLH,2048,77350,255,79,81,194,LH,none,none
Perifornical part of lateral hypothalamus,PeFLH,2473,77360,255,79,81,194,LH,none,none
Lateral preoptic area,LPO,226,77400,255,79,82,290,LZ,Lateral preoptic area,LPO
none,none,-1,-1,-1,-1,-1,-1,none,Preparasubthalamic nucleus,PST
Paraterete nucleus,PTe,2379,77610,255,79,80,290,LZ,none,none
Parasubthalamic nucleus,PSTh,364,77700,255,79,80,290,LZ,Parasubthalamic nucleus,PSTN
Retrochiasmatic area,RCh,173,77800,255,79,84,290,LZ,Retrochiasmatic area,RCH
Retrochiasmatic area_lateral part,RchL,2042,77810,255,79,84,173,RCh,none,none
Retrochiasmatic area_medial part,RchM,2283,77820,255,79,84,173,RCh,none,none
Subthalamic nucleus,STh,470,77900,255,79,85,290,LZ,Subthalamic nucleus,STN
Subincertal nucleus,SubI,2063,77910,255,79,85,290,LZ,none,none
Medial tuberal nucleus,MTu,614,78000,255,79,86,290,LZ,Tuberal nucleus,TU
Terete hypothalamic nucleus,Te,2080,78010,255,79,86,614,MTu,none,none
Perifornical nucleus,PeF,2079,78020,255,79,86,290,LZ,none,none
Ventral linear nucleus of the thalamus,VLi,2111,78030,255,79,87,290,LZ,none,none
Zona incerta,ZI,797,78100,255,79,87,290,LZ,Zona incerta,ZI
Zona incerta_caudal part,ZIC,2125,78110,255,79,87,797,ZI,none,none
Zona incerta_rostral part,ZIR,2043,78120,255,79,87,797,ZI,none,none
Zona incerta_dosal part,ZID,2053,78130,255,79,87,797,ZI,none,none
Zona incerta_ventral part,ZIV,2054,78140,255,79,87,797,ZI,none,none
DA13 dopamine cells,DA13,796,78200,255,79,87,797,ZI,Dopaminergic A13 group,A13
Nucleus of the fields of Forel,F,2110,78300,255,79,87,797,ZI,Fields of Forel,FF
Median eminence,ME,10671,78400,255,80,80,1097,HY,Median eminence,ME
Midbrain,MB,313,78500,255,200,255,343,BS,Midbrain,MB
Prerubral field,PR,2107,78510,255,200,255,313,MB,none,none
Midbrain_sensory related,MBsen,339,78600,255,176,254,313,MB,Midbrain_sensory related,MBsen
Superior colliculus,SC,2476,78610,255,176,254,339,MBsen,none,none
Superior colliculus_sensory related,SCs,302,78700,255,152,250,2476,SC,Superior colliculus_sensory related,SCs
Optic layer of the superior colliculus,Op,851,78800,255,152,250,302,SCs,Superior colliculus_optic layer,SCop
Superficial gray layer of the superior colliculus,SuG,842,78900,255,152,250,302,SCs,Superior colliculus_superficial gray layer,SCsg
Zonal layer of superior colliculus,Zo,834,79000,255,152,250,302,SCs,Superior colliculus_zonal layer,SCzo
Inferior colliculus,IC,4,79100,255,152,255,339,MBsen,Inferior colliculus,IC
Central nucleus of the inferior colliculus,CIC,811,79200,255,152,255,4,IC,Inferior colliculus_central nucleus,ICc
Dorsal cortex of the inferior colliculus,DCIC,820,79300,255,152,255,4,IC,Inferior colliculus_dorsal nucleus,ICd
External cortex of the inferior colliculus,ECIC,828,79400,255,152,255,4,IC,Inferior colliculus_external nucleus,ICe
External cortex of the inferior colliculus_layer 1,ECIC1,2188,79410,255,152,255,828,ECIC,none,none
External cortex of the inferior colliculus_layer 2,ECIC2,2189,79420,255,152,255,828,ECIC,none,none
External cortex of the inferior colliculus_layer 3,ECIC3,2190,79430,255,152,255,828,ECIC,none,none
Commissural nucleus of the inferior colliculus,Com,2457,79440,255,152,255,4,IC,none,none
Recess of the inferior colliculus,ReIC,2475,79450,255,152,255,4,IC,none,none
Nucleus of the brachium of the inferior colliculus,BIC,580,79500,255,152,253,339,MBsen,Nucleus of the brachium of the inferior colliculus,NB
Sagulum nucleus,Sag,271,79600,255,152,251,339,MBsen,Nucleus sagulum,SAG
Parabigeminal nucleus,PBG,874,79700,255,152,252,339,MBsen,Parabigeminal nucleus,PBG
Microcellular tegmental nucleus,MiTg,2163,79710,255,152,252,339,MBsen,none,none
Mesencephalic trigeminal nucleus,Me5,460,79800,255,152,254,339,MBsen,Midbrain trigeminal nucleus,MEV
Subcommissural organ ,SCO,2108,79810,255,152,254,339,MBsen,none,none
Midbrain_motor related,MBmot,323,79900,255,132,255,313,MB,Midbrain_motor related,MBmot
Mesencephalic reticular formation,mRt,2147,79910,255,132,255,323,MBmot,none,none
prosomere 1 reticular formation,p1Rt,2131,79920,255,132,255,323,MBmot,none,none
Isthmic reticular formation,isRt,2181,79930,255,132,255,323,MBmot,none,none
Pararubral nucleus,PaR,2154,79940,255,132,255,323,MBmot,none,none
Substantia nigra_reticular part,SNR,381,80000,255,178,247,323,MBmot,Substantia nigra_reticular part,SNr
Ventral tegmental area,VTA,749,80100,255,178,246,323,MBmot,Ventral tegmental area,VTA
Paranigral nucleus of the VTA,PN,2138,80110,255,178,246,749,VTA,none,none
Parainterfascicular nucleus of the VTA,PIF,2144,80120,255,178,246,749,VTA,none,none
Parabranchial pigmented nucleus of the VTA,PBP,2124,80130,255,178,246,749,VTA,none,none
Ventral tegmental area_rostral part,VTAR,2427,80140,255,178,246,749,VTA,none,none
Rostral interstitial nucleus of the medial longitudinal fasciculus,RI,2112,80150,255,178,246,323,MBmot,none,none
DA11 dopamine cells,DA11,2101,80160,255,178,246,323,MBmot,none,none
Retroisthmic nucleus,RIs,246,80200,255,178,249,323,MBmot,Midbrain reticular nucleus_retrorubral area,RR
Retrorubral field,RRF,2153,80210,255,178,249,246,RIs,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Midbrain reticular nucleus,MRN
none,none,-1,-1,-1,-1,-1,-1,none,Midbrain reticular nucleus_magnocellular part,MRNm
none,none,-1,-1,-1,-1,-1,-1,none,Midbrain reticular nucleus_magnocellular part_general,MRNmg
none,none,-1,-1,-1,-1,-1,-1,none,Midbrain reticular nucleus_parvicellular part,MRNp
Superior colliculus_motor related,SCm,294,80700,255,178,248,2476,SC,Superior colliculus_motor related,SCm
Deep gray layer of the superior colliculus,DpG,26,80800,255,178,248,294,SCm,Superior colliculus_motor related_deep gray layer,SCdg
Deep white layer of the superior colliculus,DpWh,42,80900,255,178,248,294,SCm,Superior colliculus_motor related_deep white layer,SCdw
Intermediate white layer of the superior colliculus,InWh,17,81000,255,178,248,294,SCm,Superior colliculus_motor related_intermediate white layer,SCiw
Intermediate gray layer of the superior colliculus,InG,10,81100,255,178,248,294,SCm,Superior colliculus_motor related_intermediate gray layer,SCig
none,none,-1,-1,-1,-1,-1,-1,none,Superior colliculus_motor related_intermediate gray layer_sublayer a,SCig-a
none,none,-1,-1,-1,-1,-1,-1,none,Superior colliculus_motor related_intermediate gray layer_sublayer b,SCig-b
none,none,-1,-1,-1,-1,-1,-1,none,Superior colliculus_motor related_intermediate gray layer_sublayer c,SCig-c
Periaqueductal gray,PAG,795,81500,255,144,255,323,MBmot,Periaqueductal gray,PAG
Dorsomedial periaqueductal gray,DMPAG,2141,81510,255,144,255,795,PAG,none,none
Lateral periaqueductal gray,LPAG,2142,81520,255,144,255,795,PAG,none,none
Pleoglial periaqueductal gray,PlPAG,2143,81530,255,144,255,795,PAG,none,none
Dorsolateral periaqueductal gray,DLPAG,2148,81540,255,144,255,795,PAG,none,none
Ventrolateral periaqueductal gray,VLPAG,2162,81550,255,144,255,795,PAG,none,none
prosomere 1 periaqueductal gray,p1PAG,2114,81560,255,144,255,795,PAG,none,none
Lithoid nucleus,Lth,2123,81570,255,144,255,323,MBmot,none,none
Precommissural nucleus,PrC,50,81600,255,144,255,323,MBmot,Precommissural nucleus,PRC
Interstitial nucleus of Cajal,InC,67,81700,255,145,255,323,MBmot,Interstitial nucleus of Cajal,INC
Interstitial nucleus of Cajal_shell region,InCSh,2129,81710,255,145,255,67,InC,none,none
Nucleus of Darkschewitsch,Dk,587,81800,255,146,255,323,MBmot,Nucleus of Darkschewitsch,ND
Supraoculomotor cap,Su3C,2152,81810,255,146,255,323,MBmot,none,none
Supraoculomotor periaqueductal gray,Su3,2156,81820,255,146,255,323,MBmot,none,none
Pretectal region,PRT,1100,81900,255,176,250,323,MBmot,Pretectal region,PRT
Anterior pretectal nucleus,APT,215,82000,255,176,249,1100,PRT,Anterior pretectal nucleus,APN
Anterior pretectal nucleus_dorsal part,APTD,2099,82010,255,176,249,215,APT,none,none
Anterior pretectal nucleus_ventral part,APTV,2100,82020,255,176,249,215,APT,none,none
Medial pretectal area,MPT,531,82100,255,176,248,1100,PRT,Medial pretectal area,MPT
Retrocommissural nucleus,ReC,2415,82110,255,176,248,1100,PRT,none,none
Nucleus of the optic tract,OT,628,82200,255,176,247,1100,PRT,Nucleus of the optic tract,NOT
Nucleus of the posterior commissure,PCom,634,82300,255,176,246,1100,PRT,Nucleus of the posterior commissure,NPC
Magnocellular nucleus of the posterior commissure,MCPC,2121,82310,255,176,246,634,PCom,none,none
Olivary pretectal nucleus,OPT,706,82400,255,176,245,1100,PRT,Olivary pretectal nucleus,OP
Posterior pretectal nucleus,PPT,1061,82500,255,176,244,1100,PRT,Posterior pretectal nucleus,PPT
Retroparafascicular nucleus,RPF,2122,82510,255,176,244,1100,PRT,none,none
Cuneiform nucleus,CnF,616,82600,255,178,254,323,MBmot,Cuneiform nucleus,CUN
Precuneiform area,PrCnF,2192,82610,255,178,254,616,CnF,none,none
Red nucleus,R,214,82700,255,134,249,323,MBmot,Red nucleus,RN
Red nucleus_parvicellular part,RPC,2137,82710,255,134,249,214,R,none,none
Red nucleus_magnocellular part,RMC,2139,82720,255,134,249,214,R,none,none
Medial accessory oculomotor nucleus,MA3,2136,82730,255,168,255,323,MBmot,none,none
Oculomotor nerve,3N,35,82800,255,168,255,323,MBmot,Oculomotor nucleus,III
Oculomotor nucleus_parvicellular part,3PC,2157,82810,255,168,255,35,3N,none,none
Edinger-Westphal nucleus,EW,975,82900,255,178,253,323,MBmot,Edinger-Westphal nucleus,EW
Pre-Edinger-Westphal nucleus,PrEW,2130,82910,255,178,253,975,EW,none,none
Trochlear nucleus,4N,115,83000,255,178,255,323,MBmot,Trochlear nucleus,IV
Trochlear nucleus shell region,4Sh,2180,83010,255,178,255,115,4N,none,none
Paratrochlear nucleus,Pa4,2179,83020,255,178,255,115,4N,none,none
Ventral tegmental nucleus,VTg,757,83100,255,177,250,323,MBmot,Ventral tegmental nucleus,VTN
Anterior tegmental nucleus,ATg,231,83200,255,177,252,323,MBmot,Anterior tegmental nucleus,AT
Rhabdoid nucleus,Rbd,2168,83210,255,177,252,323,MBmot,none,none
Lateral terminal nucleus of the accessory optic tract,LT,66,83300,255,177,253,323,MBmot,Lateral terminal nucleus of the accessory optic tract,LT
Dorsal terminal nucleus,DT,75,83400,255,177,253,323,MBmot,Dorsal terminal nucleus of the accessory optic tract,DT
Medial terminal nucleus,MT,58,83500,255,177,253,323,MBmot,Medial terminal nucleus of the accessory optic tract,MT
Substantia nigra_lateral part,SNL,615,83600,255,178,247,323,MBmot,Substantia nigra_lateral part,SNl
Midbrain_behavioral state related,MBsta,348,83700,255,176,253,313,MB,Midbrain_behavioral state related,MBsta
Substantia nigra_compact part,SNC,374,83800,255,158,248,348,MBsta,Substantia nigra_compact part,SNc
Substantia nigra_compact part_dorsal tier,SNCD,2134,83810,255,158,248,374,SNC,none,none
Substantia nigra_compact part_medial tier,SNCM,2135,83820,255,158,248,374,SNC,none,none
Pedunculotegmental nucleus,PTg,1052,83900,255,158,255,348,MBsta,Pedunculopontine nucleus,PPN
Subpeduncular tegmental nucleus,SPTg,2183,83910,255,158,255,1052,PTg,none,none
Midbrain raph» nuclei,RAmb,165,84000,255,158,254,348,MBsta,Midbrain raph» nuclei,RAmb
Interfascicular nucleus,IF,12,84100,255,158,251,165,RAmb,Interfascicular nucleus raph»,IF
Interpeduncular nucleus,IP,100,84200,255,158,247,165,RAmb,Interpeduncular nucleus,IPN
Interpeduncular nucleus_rostral subnucleus,IPR,2140,84210,255,158,247,100,IP,none,none
Interpeduncular nucleus_lateral subnucleus,IPL,2145,84220,255,158,247,100,IP,none,none
Interpeduncular nucleus_caudal subnucleus,IPC,2146,84230,255,158,247,100,IP,none,none
Interpeduncular nucleus_dorsomedial subnucleus,IPDM,2149,84240,255,158,247,100,IP,none,none
Interpeduncular nucleus_dorsolateral subnucleus,IPDL,2151,84250,255,158,247,100,IP,none,none
Interpeduncular nucleus_intermediate subnucleus,IPI,2150,84260,255,158,247,100,IP,none,none
Interpeduncular nucleus_apical subnucleus,IPA,2160,84270,255,158,247,100,IP,none,none
Rostral linear nucleus (midbrain),RLi ,197,84300,255,158,249,165,RAmb,Rostral linear nucleus raph»,RL
Caudal linear nucleus of the raph»,CLi,591,84400,255,158,253,165,RAmb,Central linear nucleus raph»,CLI
Dorsal raph» nucleus,DR,872,84500,255,158,252,165,RAmb,Dorsal nucleus raph»,DR
Dorsal raph» nucleus_caudal part,DRC,2173,84510,255,158,252,872,DR,none,none
Dorsal raph» nucleus_dorsal part,DRD,2174,84520,255,158,252,872,DR,none,none
Dorsal raph» interfascicular part,DRI,2175,84530,255,158,252,872,DR,none,none
Dorsal raph» nucleus_lateral part,DRL,2176,84540,255,158,252,872,DR,none,none
Dorsal raph» nucleus_ventral part,DRV,2177,84550,255,158,252,872,DR,none,none
Posterodorsal raph» nucleus,PDR,2178,84560,255,158,252,872,DR,none,none
Hindbrain,HB,1065,84600,255,155,168,343,BS,Hindbrain,HB
Pons,P,771,84700,255,155,136,1065,HB,Pons,P
Pons_sensory related,P-sen,1132,84800,255,170,98,771,P,Pons_sensory related,P-sen
Paralemniscal nucleus,PL,612,84900,255,170,97,1132,P-sen,Nucleus of the lateral lemniscus,NLL
Dorsal nucleus of the lateral lemniscus,DLL,82,85000,255,170,97,612,PL,Nucleus of the lateral lemniscus_dorsal part,NLLd
none,none,-1,-1,-1,-1,-1,-1,none,Nucleus of the lateral lemniscus_horizontal part,NLLh
Ventral nucleus of the lateral lemniscus,VLL,99,85200,255,170,97,612,PL,Nucleus of the lateral lemniscus_ventral part,NLLv
Intermediate nucleus of the lateral lemniscus,ILL,2172,85210,255,170,97,612,PL,none,none
Triangular nucleus_lateral lemniscus,TrLL,2184,85220,255,170,97,612,PL,none,none
Principal sensory trigeminal nucleus,Pr5,7,85300,255,170,95,1132,P-sen,Principal sensory nucleus of the trigeminal,PSV
Principal sensory trigeminal nucleus_dorsomedial part,Pr5DM,2203,85310,255,170,95,7,Pr5,none,none
Principal sensory trigeminal nucleus_ventrolateral part,Pr5VL,2202,85320,255,170,95,7,Pr5,none,none
Parabrachial nucleus,PB,867,85400,255,170,96,1132,P-sen,Parabrachial nucleus,PB
Kolliker-Fuse nucleus,KF,123,85500,255,165,96,867,PB,Kolliker-Fuse subnucleus,KF
Lateral parabrachial nucleus,LPB,881,85600,255,169,96,867,PB,Parabrachial nucleus_lateral division,PBl
Lateral parabrachial nucleus_central part,LPBC,860,85700,255,169,96,881,LPB,Parabrachial nucleus_lateral division_central lateral part,PBlc
Lateral parabrachial nucleus_crescent part,LPBCr,2458,85710,255,169,96,881,LPB,none,none
Lateral parabrachial nucleus_dorsal part,LPBD,868,85800,255,169,96,881,LPB,Parabrachial nucleus_lateral division_dorsal lateral part,PBld
Lateral parabrachial nucleus_external part,LPBE,875,85900,255,169,96,881,LPB,Parabrachial nucleus_lateral division_external lateral part,PBle
Lateral parabrachial nucleus_superior part,LPBS,883,86000,255,169,96,881,LPB,Parabrachial nucleus_lateral division_superior lateral part,PBls
Lateral parabrachial nucleus_central part,LPBV,891,86100,255,169,96,881,LPB,Parabrachial nucleus_lateral division_ventral lateral part,PBlv
Lateral parabrachial nucleus_internal part,LPBI,2213,86110,255,169,96,881,LPB,none,none
Medial parabrachial nucleus,MPB,890,86200,255,168,96,867,PB,Parabrachial nucleus_medial division,PBm
Medial parabrachial nucleus_external part,MPBE,899,86300,255,168,96,890,MPB,Parabrachial nucleus_medial division_external medial part,PBme
none,none,-1,-1,-1,-1,-1,-1,none,Parabrachial nucleus_medial division_medial medial part,PBmm
none,none,-1,-1,-1,-1,-1,-1,none,Parabrachial nucleus_medial division_ventral medial part,PBmv
Superior olivary complex,SOC,398,86600,255,170,94,1132,P-sen,Superior olivary complex,SOC
Superior olivary complex_periolivary nucleus,POR,122,86700,255,170,94,398,SOC,Superior olivary complex_periolivary region,POR
Lateroventral periolivary nucleus,LVPO,2207,86710,255,170,94,122,POR,none,none
Medioventral periolivary nucleus,MVPO,2208,86720,255,170,94,122,POR,none,none
Dorsal periolivary region,DPO,2209,86730,255,170,94,122,POR,none,none
Caudal periolivary nucleus,CPO,2227,86740,255,170,94,122,POR,none,none
Superior paraolivary nucleus,SPO,2456,86750,255,170,94,398,SOC,none,none
Medial superior olive,MSO,105,86800,255,170,94,398,SOC,Superior olivary complex_medial part,SOCm
Lateral superior olive,LSO,114,86900,255,170,94,398,SOC,Superior olivary complex_lateral part,SOCl
Nucleus of the central acoustic tract,CAT,2187,86910,255,170,94,398,SOC,none,none
Pons_motor related,P-mot,987,87000,255,174,92,771,P,Pons_motor related,P-mot
A7 noradrenaline cells,A7,2191,87010,255,79,87,987,P-mot,none,none
Barrington nucleus,Bar,280,87100,255,174,80,987,P-mot,Barrington's nucleus,B
Barrington nucleus_dorsal part,Bard,2459,87110,255,174,80,280,Bar,Barrington's nucleus_dorsal part,Bd
Barrington nucleus_ventral part,Barv,2460,87120,255,174,80,280,Bar,Barrington's nucleus_ventral part,Bv
Dorsal tegmental nucleus,DTg,880,87200,255,174,87,987,P-mot,Dorsal tegmental nucleus,DTN
Dorsal tegmental nucleus_central part,DTgC,2210,87210,255,174,87,880,DTg,none,none
Dorsal tegmental nucleus_pericentral part,DTgP,2201,87220,255,174,87,880,DTg,none,none
Posterodorsal tegmental nucleus,PDTg,2230,87230,255,174,87,880,DTg,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Lateral tegmental nucleus,LTN
Central gray,CG,898,87400,255,174,120,987,P-mot,Pontine central gray,PCG
Central gray_alpha part,CGA,2215,87410,255,174,120,898,CG,none,none
Central gray_beta part,CGB,2216,87420,255,174,120,898,CG,none,none
Central gray_gamma part,CGG,2231,87430,255,174,120,898,CG,none,none
Central gray_nucleus O,CGO,2221,87440,255,174,120,898,CG,none,none
Pontine nuclei,Pn,931,87500,255,174,92,987,P-mot,Pontine gray,PG
Pontine reticular nucleus_caudal part,PnC,2206,87600,255,174,85,987,P-mot,pontine reticular nucleus_caudal part,PRNc
Dorsomedial tegmental area,DMTg,2197,87610,255,174,85,1117,P-sat,none,none
none,none,-1,-1,-1,-1,-1,-1,none,Pontine reticular nucleus_ventral part,PRNv
Sphenoid nucleus,Sph,2220,87710,255,174,92,987,P-mot,none,none
Supragenual nucleus,SGe,318,87800,255,174,84,987,P-mot,Supragenual nucleus,SG
Superior salivatory nucleus,SuS,462,87900,255,174,83,987,P-mot,Superior salivatory nucleus,SSN
Supratrigeminal nucleus,Su5,534,88000,255,174,82,987,P-mot,Supratrigeminal nucleus,SUT
Reticulotegmental nucleus of the pons,RtTg,574,88100,255,174,81,987,P-mot,Tegmental reticular nucleus,TRN
Reticulotegmental nucleus of the pons_pericentral part,RtTgP,2165,88110,255,174,81,574,RtTg,none,none
B9 serotonin cells,B9,2166,88120,255,174,81,771,P,none,none
Motor trigeminal nucleus,5N,621,88200,255,174,104,987,P-mot,Motor nucleus of trigeminal,V
Motor trigeminal nucleus_anterior digastric part,5ADi,2204,88210,255,174,104,621,5N,none,none
Motor trigeminal nucleus_temporalis part,5Te,2453,88210,255,174,104,621,5N,Motor trigeminal nucleus_temporalis part,Vte
Interfascicular trigeminar nucleus,IF5/5TT,2194,88220,255,174,104,621,5N,none,none
Motor trigeminal nucleus_masseter part,5Ma,2454,88220,255,174,104,621,5N,Motor trigeminal nucleus_masseter part,Vma
Peritrigeminal zone,P5,2193,88230,255,174,104,987,P-mot,Motor trigeminal nucleus_medial pterygoid part,Vmpt
